鑽孔編號,TWD97_X,TWD97_Y,上限深度(公尺),下限深度(公尺),water_depth(m),N_value,統一土壤分類,統體單位重(t/m3),含水量(%),細料(%),塑性指數(%),取樣編號,粉土(%),黏土(%),砂土(%),礫石(%),SDS,SMS,基準Mw,資料來源,城市,GWT_CSR,N,Density,土層深度,土層厚度,土層中點深度,分析點深度,FC,累計sigmav,sigma_v_CSR,sigma_v_CRR,Vs,d/v,Vs30,地盤分類,_vs30,N_60,N1_60,N1_60cs,CRR_7_5,Mw_Design,A_value_Design,SD_S_Design,SM_S_Design,MSF_Design,rd_Design,CSR_Design,CRR_Design,FS_Design,Mw_MidEq,A_value_MidEq,SD_S_MidEq,SM_S_MidEq,MSF_MidEq,rd_MidEq,CSR_MidEq,CRR_MidEq,FS_MidEq,Mw_MaxEq,A_value_MaxEq,SD_S_MaxEq,SM_S_MaxEq,MSF_MaxEq,rd_MaxEq,CSR_MaxEq,CRR_MaxEq,FS_MaxEq,LPI_Design,LPI_MidEq,LPI_MaxEq,基準地震規模Mw,使用SDS,使用SMS
037790031060921_DA0003,304683.36,2769864.25,13.05,13.5,2.0,9.0,SM,1.85,25.3,,0.0,S-9-2,38.0,9.0,53.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,9.0,1.85,14.025,1.5,13.275,13.275,47.0,24.704,13.429,13.428500000000001,166.41,0.009,162.5,第三類地盤,162.5,10.8,18.36,27.032,0.339,7.3,0.069,0.6,0.8,1.072,0.77,0.063,0.363,3.0,7.1,0.057,0.6,0.8,1.151,0.77,0.053,0.39,3.0,7.5,0.32,0.6,0.8,1.0,0.77,0.295,0.339,1.151,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,14.55,15.0,2.0,1.0,CL,1.84,31.1,,12.0,S-10-2,72.0,24.0,4.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,1.0,1.84,15.525,1.5,14.775,14.775,96.0,27.471,14.696,14.696000000000003,100.0,0.015,162.5,第三類地盤,162.5,1.2,2.04,7.448,0.091,7.3,0.069,0.6,0.8,1.072,0.718,0.06,0.098,1.63,7.1,0.057,0.6,0.8,1.151,0.718,0.05,0.105,2.101,7.5,0.32,0.6,0.8,1.0,0.718,0.279,0.091,0.326,0.0,0.0,2.641,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,16.05,16.5,2.0,4.0,CL,1.79,33.2,,13.0,S-11-2,71.0,26.0,3.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,4.0,1.79,17.025,1.5,16.275,16.275,97.0,30.194,15.919,15.918500000000002,158.74,0.009,162.5,第三類地盤,162.5,4.8,8.16,14.792,0.158,7.3,0.069,0.6,0.8,1.072,0.668,0.057,0.169,2.996,7.1,0.057,0.6,0.8,1.151,0.668,0.047,0.182,3.0,7.5,0.32,0.6,0.8,1.0,0.668,0.264,0.158,0.599,0.0,0.0,1.12,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,17.55,18.0,2.0,2.0,CL,1.79,39.2,,13.0,S-12-2,62.0,38.0,0.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,2.0,1.79,18.525,1.5,17.775,17.775,100.0,32.879,17.104,17.103500000000004,125.99,0.012,162.5,第三類地盤,162.5,2.4,4.08,9.896,0.112,7.3,0.069,0.6,0.8,1.072,0.625,0.054,0.12,2.241,7.1,0.057,0.6,0.8,1.151,0.625,0.045,0.129,2.888,7.5,0.32,0.6,0.8,1.0,0.625,0.25,0.112,0.448,0.0,0.0,0.921,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,19.05,19.5,2.0,4.0,CL,1.82,35.1,,14.0,S-13-2,66.0,32.0,2.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,4.0,1.82,20.025,1.5,19.275,19.275,98.0,35.586,18.311,18.311000000000007,158.74,0.009,162.5,第三類地盤,162.5,4.8,8.16,14.792,0.158,7.3,0.069,0.6,0.8,1.072,0.589,0.051,0.169,3.0,7.1,0.057,0.6,0.8,1.151,0.589,0.043,0.182,3.0,7.5,0.32,0.6,0.8,1.0,0.589,0.238,0.158,0.663,0.0,0.0,0.183,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,20.55,21.0,2.0,3.0,CL,1.86,32.6,,11.0,S-14-2,71.0,29.0,0.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,3.0,1.86,21.525,1.5,20.775,20.775,100.0,38.346,19.571,19.571000000000005,144.22,0.01,162.5,第三類地盤,162.5,3.6,6.12,12.344,0.134,7.3,0.069,0.6,0.8,1.072,0.561,0.049,0.144,2.931,7.1,0.057,0.6,0.8,1.151,0.561,0.041,0.154,3.0,7.5,0.32,0.6,0.8,1.0,0.561,0.229,0.134,0.586,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,22.05,22.5,2.0,3.0,CL,1.67,32.4,,10.0,S-15-2,73.0,24.0,3.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,3.0,1.67,23.025,1.5,22.275,22.275,97.0,40.994,20.719,20.718500000000006,144.22,0.01,162.5,第三類地盤,162.5,3.6,6.12,12.344,0.134,7.3,0.069,0.6,0.8,1.072,0.539,0.048,0.144,3.0,7.1,0.057,0.6,0.8,1.151,0.539,0.04,0.154,3.0,7.5,0.32,0.6,0.8,1.0,0.539,0.222,0.134,0.604,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,23.55,24.0,2.0,4.0,CL,1.7,40.1,,14.0,S-16-2,51.0,49.0,0.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,4.0,1.7,24.525,1.5,23.775,23.775,100.0,43.521,21.746,21.746000000000002,158.74,0.009,162.5,第三類地盤,162.5,4.8,8.16,14.792,0.158,7.3,0.069,0.6,0.8,1.072,0.522,0.047,0.169,3.0,7.1,0.057,0.6,0.8,1.151,0.522,0.039,0.182,3.0,7.5,0.32,0.6,0.8,1.0,0.522,0.217,0.158,0.727,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,25.05,25.5,2.0,5.0,CL,1.88,30.0,,12.0,S-17-2,65.0,32.0,3.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,5.0,1.88,26.025,1.5,25.275,25.275,97.0,46.206,22.931,22.931000000000004,171.0,0.009,162.5,第三類地盤,162.5,6.0,10.2,17.24,0.183,7.3,0.069,0.6,0.8,1.072,0.508,0.046,0.196,3.0,7.1,0.057,0.6,0.8,1.151,0.508,0.038,0.211,3.0,7.5,0.32,0.6,0.8,1.0,0.508,0.213,0.183,0.859,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,26.55,27.0,2.0,11.0,ML,1.72,30.3,,0.0,S-18-2,80.0,18.0,2.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,11.0,1.72,27.525,1.5,26.775,26.775,98.0,48.906,24.131,24.131000000000007,222.4,0.007,162.5,第三類地盤,162.5,13.2,22.44,31.928,0.715,7.3,0.069,0.6,0.8,1.072,0.497,0.045,0.766,3.0,7.1,0.057,0.6,0.8,1.151,0.497,0.037,0.823,3.0,7.5,0.32,0.6,0.8,1.0,0.497,0.21,0.715,3.0,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0003,304683.36,2769864.25,28.05,28.5,2.0,17.0,SM,1.97,23.0,,0.0,S-19-2,29.0,9.0,62.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,2.0,17.0,1.97,29.25,1.725,28.387,28.387,38.0,51.895,25.508,25.507625000000008,205.7,0.008,162.5,第三類地盤,162.5,20.4,34.68,46.616,0.261,7.3,0.069,0.6,0.8,1.072,0.488,0.044,0.28,3.0,7.1,0.057,0.6,0.8,1.151,0.488,0.037,0.3,3.0,7.5,0.32,0.6,0.8,1.0,0.488,0.206,0.261,1.265,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,1.05,1.5,3.25,50.0,CL,1.71,35.3,,18.0,S-1-2,48.0,50.0,2.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,50.0,1.71,2.025,2.025,1.012,1.012,98.0,1.731,1.731,1.7313749999999999,292.4,0.007,182.81,第二類地盤,182.81,60.0,102.0,127.4,0.928,7.3,0.069,0.6,0.8,1.072,0.991,0.044,0.994,3.0,7.1,0.057,0.6,0.8,1.151,0.991,0.037,1.068,3.0,7.5,0.32,0.6,0.8,1.0,0.991,0.206,0.928,3.0,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,2.55,3.0,3.25,50.0,CL,1.85,24.8,,15.0,S-2-2,56.0,18.0,26.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,50.0,1.85,3.525,1.5,2.775,3.388,74.0,5.983,5.846,5.845875,292.4,0.005,182.81,第二類地盤,182.81,60.0,102.0,127.4,0.928,7.3,0.069,0.6,0.8,1.072,0.968,0.044,0.994,3.0,7.1,0.057,0.6,0.8,1.151,0.968,0.037,1.068,3.0,7.5,0.32,0.6,0.8,1.0,0.968,0.206,0.928,3.0,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,4.05,4.5,3.25,50.0,SM,1.87,21.6,,0.0,S-3-2,27.0,5.0,68.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,50.0,1.87,5.025,1.5,4.275,4.275,32.0,7.64,6.615,6.6152500000000005,294.72,0.005,182.81,第二類地盤,182.81,60.0,102.0,124.272,0.904,7.3,0.069,0.6,0.8,1.072,0.959,0.049,0.969,3.0,7.1,0.057,0.6,0.8,1.151,0.959,0.041,1.04,3.0,7.5,0.32,0.6,0.8,1.0,0.959,0.23,0.904,3.0,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,5.55,6.0,3.25,6.0,SM,1.92,15.7,,0.0,S-4-2,19.0,2.0,75.0,4.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,6.0,1.92,6.525,1.5,5.775,5.775,21.0,10.483,7.958,7.957750000000001,145.37,0.01,182.81,第二類地盤,182.81,7.2,12.24,17.073,0.182,7.3,0.069,0.6,0.8,1.072,0.942,0.055,0.195,3.0,7.1,0.057,0.6,0.8,1.151,0.942,0.046,0.209,3.0,7.5,0.32,0.6,0.8,1.0,0.942,0.258,0.182,0.705,0.0,0.0,3.147,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,7.05,7.5,3.25,12.0,GM,2.25,9.8,,0.0,S-5-2,13.0,3.0,40.0,44.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,12.0,2.25,8.025,1.5,7.275,7.275,16.0,13.61,9.585,9.58525,183.15,0.008,182.81,第二類地盤,182.81,14.4,24.48,28.569,0.391,7.3,0.069,0.6,0.8,1.072,0.922,0.058,0.419,3.0,7.1,0.057,0.6,0.8,1.151,0.922,0.049,0.45,3.0,7.5,0.32,0.6,0.8,1.0,0.922,0.272,0.391,1.435,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,8.55,9.0,3.25,17.0,SM,2.11,14.8,,0.0,S-6-2,16.0,4.0,72.0,8.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,17.0,2.11,9.525,1.5,8.775,8.775,20.0,16.88,11.355,11.35525,205.7,0.007,182.81,第二類地盤,182.81,20.4,34.68,41.05,0.157,7.3,0.069,0.6,0.8,1.072,0.896,0.059,0.168,2.833,7.1,0.057,0.6,0.8,1.151,0.896,0.049,0.181,3.0,7.5,0.32,0.6,0.8,1.0,0.896,0.277,0.157,0.566,0.0,0.0,3.654,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,10.05,10.5,3.25,6.0,SM,2.02,22.0,,0.0,S-7-2,26.0,4.0,70.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,6.0,2.02,11.025,1.5,10.275,10.275,30.0,19.978,12.953,12.95275,145.37,0.01,182.81,第二類地盤,182.81,7.2,12.24,18.835,0.201,7.3,0.069,0.6,0.8,1.072,0.862,0.059,0.215,3.0,7.1,0.057,0.6,0.8,1.151,0.862,0.049,0.231,3.0,7.5,0.32,0.6,0.8,1.0,0.862,0.277,0.201,0.727,0.0,0.0,1.991,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,11.55,12.0,3.25,11.0,SM,2.17,17.7,,0.0,S-8-2,27.0,3.0,70.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,11.0,2.17,12.525,1.5,11.775,11.775,30.0,23.12,14.595,14.595249999999998,177.92,0.008,182.81,第二類地盤,182.81,13.2,22.44,30.609,0.517,7.3,0.069,0.6,0.8,1.072,0.819,0.058,0.554,3.0,7.1,0.057,0.6,0.8,1.151,0.819,0.048,0.595,3.0,7.5,0.32,0.6,0.8,1.0,0.819,0.27,0.517,1.915,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,13.05,13.5,3.25,9.0,SM,1.94,19.9,,0.0,S-9-2,16.0,0.0,84.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,9.0,1.94,14.025,1.5,13.275,13.275,16.0,26.203,16.178,16.177749999999996,166.41,0.009,182.81,第二類地盤,182.81,10.8,18.36,22.119,0.244,7.3,0.069,0.6,0.8,1.072,0.77,0.056,0.261,3.0,7.1,0.057,0.6,0.8,1.151,0.77,0.046,0.281,3.0,7.5,0.32,0.6,0.8,1.0,0.77,0.259,0.244,0.941,0.0,0.0,0.298,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,14.55,15.0,3.25,2.0,CL,1.8,31.5,,12.0,S-10-2,68.0,27.0,5.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,2.0,1.8,15.525,1.5,14.775,14.775,95.0,29.008,17.483,17.482749999999996,125.99,0.012,182.81,第二類地盤,182.81,2.4,4.08,9.896,0.112,7.3,0.069,0.6,0.8,1.072,0.718,0.053,0.12,2.261,7.1,0.057,0.6,0.8,1.151,0.718,0.044,0.129,2.913,7.5,0.32,0.6,0.8,1.0,0.718,0.248,0.112,0.452,0.0,0.0,2.147,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,16.05,16.5,3.25,2.0,CL,1.78,37.1,,14.0,S-11-2,47.0,52.0,1.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,2.0,1.78,17.025,1.5,16.275,16.275,99.0,31.693,18.668,18.667749999999998,125.99,0.012,182.81,第二類地盤,182.81,2.4,4.08,9.896,0.112,7.3,0.069,0.6,0.8,1.072,0.668,0.051,0.12,2.373,7.1,0.057,0.6,0.8,1.151,0.668,0.042,0.129,3.0,7.5,0.32,0.6,0.8,1.0,0.668,0.236,0.112,0.474,0.0,0.0,1.47,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,17.55,18.0,3.25,50.0,CL,1.75,39.4,,15.0,S-12-2,57.0,42.0,1.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,50.0,1.75,18.525,1.5,17.775,17.775,99.0,34.34,19.815,19.81525,292.4,0.005,182.81,第二類地盤,182.81,60.0,102.0,127.4,0.928,7.3,0.069,0.6,0.8,1.072,0.625,0.048,0.994,3.0,7.1,0.057,0.6,0.8,1.151,0.625,0.04,1.068,3.0,7.5,0.32,0.6,0.8,1.0,0.625,0.225,0.928,3.0,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,19.05,19.5,3.25,4.0,CL,1.75,39.1,,15.0,S-13-2,56.0,42.0,2.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,4.0,1.75,20.025,1.5,19.275,19.275,98.0,36.965,20.94,20.94025,158.74,0.009,182.81,第二類地盤,182.81,4.8,8.16,14.792,0.158,7.3,0.069,0.6,0.8,1.072,0.589,0.046,0.169,3.0,7.1,0.057,0.6,0.8,1.151,0.589,0.039,0.182,3.0,7.5,0.32,0.6,0.8,1.0,0.589,0.216,0.158,0.73,0.0,0.0,0.147,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,20.55,21.0,3.25,2.0,CL,1.84,33.1,,16.0,S-14-2,60.0,39.0,1.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,2.0,1.84,21.525,1.5,20.775,20.775,99.0,39.658,22.133,22.13275,125.99,0.012,182.81,第二類地盤,182.81,2.4,4.08,9.896,0.112,7.3,0.069,0.6,0.8,1.072,0.561,0.045,0.12,2.679,7.1,0.057,0.6,0.8,1.151,0.561,0.037,0.129,3.0,7.5,0.32,0.6,0.8,1.0,0.561,0.209,0.112,0.536,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,22.05,22.5,3.25,7.0,ML,1.81,28.8,,0.0,S-15-2,67.0,9.0,24.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,7.0,1.81,23.025,1.5,22.275,22.275,76.0,42.395,23.37,23.37025,191.29,0.008,182.81,第二類地盤,182.81,8.4,14.28,22.136,0.244,7.3,0.069,0.6,0.8,1.072,0.539,0.044,0.261,3.0,7.1,0.057,0.6,0.8,1.151,0.539,0.036,0.281,3.0,7.5,0.32,0.6,0.8,1.0,0.539,0.203,0.244,1.2,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,23.55,24.0,3.25,5.0,ML,1.92,21.5,,0.0,S-16-2,40.0,11.0,49.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,5.0,1.92,24.525,1.5,23.775,23.775,51.0,45.193,24.668,24.667749999999998,171.0,0.009,182.81,第二類地盤,182.81,6.0,10.2,17.24,0.183,7.3,0.069,0.6,0.8,1.072,0.522,0.043,0.196,3.0,7.1,0.057,0.6,0.8,1.151,0.522,0.036,0.211,3.0,7.5,0.32,0.6,0.8,1.0,0.522,0.199,0.183,0.92,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,25.05,25.5,3.25,10.0,CL,2.03,25.0,,18.0,S-17-2,51.0,45.0,4.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,10.0,2.03,26.025,1.5,25.275,25.275,96.0,48.155,26.13,26.130249999999997,215.44,0.007,182.81,第二類地盤,182.81,12.0,20.4,29.48,0.435,7.3,0.069,0.6,0.8,1.072,0.508,0.042,0.466,3.0,7.1,0.057,0.6,0.8,1.151,0.508,0.035,0.501,3.0,7.5,0.32,0.6,0.8,1.0,0.508,0.195,0.435,2.232,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,26.55,27.0,3.25,7.0,CL,1.95,28.1,,16.0,S-18-2,28.0,56.0,16.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,7.0,1.95,27.525,1.5,26.775,26.775,84.0,51.14,27.615,27.615249999999996,191.29,0.008,182.81,第二類地盤,182.81,8.4,14.28,22.136,0.244,7.3,0.069,0.6,0.8,1.072,0.497,0.041,0.261,3.0,7.1,0.057,0.6,0.8,1.151,0.497,0.034,0.281,3.0,7.5,0.32,0.6,0.8,1.0,0.497,0.192,0.244,1.273,0.0,0.0,0.0,7.3,0.6,0.8
037790031060921_DA0011,305005.66,2767671.46,28.05,28.5,3.25,6.0,CL,1.92,27.1,,17.0,S-19-2,42.0,57.0,1.0,0.0,0.6,0.8,7.3,台北盆地微分區,臺北市,3.25,6.0,1.92,29.25,1.725,28.387,28.387,99.0,54.259,29.121,29.121249999999993,181.71,0.009,182.81,第二類地盤,182.81,7.2,12.24,19.688,0.212,7.3,0.069,0.6,0.8,1.072,0.488,0.041,0.227,3.0,7.1,0.057,0.6,0.8,1.151,0.488,0.034,0.244,3.0,7.5,0.32,0.6,0.8,1.0,0.488,0.189,0.212,1.122,0.0,0.0,0.0,7.3,0.6,0.8
